110.00000	-0.00082	0.01060	0.22805	0.01406	0.01237	0.01555	0.22802	0.01343
108.00000	0.00563	0.01041	0.23047	0.01403	-0.00316	0.01317	0.23223	0.01364
106.00000	0.01393	0.01141	0.23783	0.01399	-0.01843	0.01128	0.23864	0.01402
104.00000	0.02072	0.01090	0.24141	0.01356	-0.04179	0.01081	0.24179	0.01313
102.00000	0.02628	0.01028	0.24615	0.01376	-0.05990	0.01264	0.24643	0.01315
100.00000	0.03259	0.00981	0.24804	0.01344	-0.07493	0.01490	0.24851	0.01332
98.00000	0.03447	0.00995	0.24866	0.01301	-0.09822	0.01128	0.24994	0.01262
96.00000	0.04087	0.01007	0.25122	0.01346	-0.11557	0.00876	0.25262	0.01324
94.00000	0.04007	0.01048	0.24357	0.01265	-0.14009	0.01273	0.24365	0.01295
92.00000	0.04017	0.01059	0.22849	0.01338	-0.16614	0.01204	0.23028	0.01388
90.00000	0.03063	0.00980	0.21391	0.01333	-0.18681	0.01071	0.21494	0.01283
88.00000	0.03007	0.00985	0.20982	0.01338	-0.18972	0.01560	0.21116	0.01337
86.00000	0.02788	0.01076	0.20147	0.01435	-0.21067	0.01505	0.20243	0.01469
84.00000	0.02769	0.01088	0.19456	0.01453	-0.23189	0.01418	0.19556	0.01365
82.00000	0.03072	0.01039	0.19153	0.01318	-0.24884	0.01891	0.19183	0.01343
80.00000	0.03207	0.01038	0.18485	0.01414	-0.27587	0.01556	0.18620	0.01471
78.00000	0.03767	0.01077	0.19045	0.01340	-0.28249	0.01568	0.19102	0.01396
76.00000	0.04419	0.01108	0.19407	0.01409	-0.29966	0.01901	0.19473	0.01417
74.00000	0.05049	0.01060	0.19526	0.01437	-0.33437	0.01444	0.19628	0.01441
72.00000	0.05517	0.01054	0.19246	0.01481	-0.35553	0.02205	0.19379	0.01406
70.00000	0.05466	0.01039	0.18117	0.01260	-0.39085	0.01187	0.18248	0.01313
