70.00000	0.19812	0.01281	0.32748	0.01449	-0.62765	0.02163	0.33024	0.01384
72.00000	0.21463	0.01170	0.34908	0.01424	-0.62782	0.02837	0.35039	0.01409
74.00000	0.20666	0.01383	0.35861	0.01736	-0.56224	0.04272	0.36060	0.01737
76.00000	0.19649	0.01240	0.36779	0.01451	-0.48684	0.05026	0.37182	0.01468
78.00000	0.18598	0.01356	0.36474	0.01329	-0.46580	0.02448	0.36643	0.01402
80.00000	0.18277	0.01246	0.35576	0.01545	-0.47023	0.02485	0.35803	0.01626
82.00000	0.18043	0.01230	0.36815	0.01346	-0.42356	0.01559	0.36908	0.01417
84.00000	0.18139	0.01270	0.37841	0.01719	-0.38024	0.01869	0.37995	0.01740
86.00000	0.17977	0.01198	0.38685	0.01370	-0.34219	0.01842	0.38894	0.01370
88.00000	0.17877	0.01114	0.40210	0.01320	-0.31845	0.02136	0.40407	0.01309
90.00000	0.18440	0.01137	0.41777	0.01295	-0.28300	0.02094	0.41912	0.01293
92.00000	0.19230	0.01181	0.43840	0.01339	-0.24827	0.01836	0.43977	0.01407
94.00000	0.20246	0.01150	0.45985	0.01342	-0.22893	0.02259	0.45964	0.01338
96.00000	0.20492	0.01157	0.47067	0.01363	-0.20111	0.02004	0.47117	0.01297
98.00000	0.19590	0.01279	0.47737	0.01519	-0.14551	0.01951	0.47779	0.01429
100.00000	0.18183	0.01170	0.47970	0.01292	-0.08540	0.01425	0.48033	0.01369
102.00000	0.16955	0.01097	0.47752	0.01300	-0.04247	0.01284	0.47800	0.01292
104.00000	0.15455	0.01200	0.47386	0.01164	0.00534	0.02112	0.47414	0.01198
106.00000	0.13907	0.01188	0.46648	0.01341	0.04695	0.02243	0.46652	0.01315
108.00000	0.13038	0.01150	0.45672	0.01630	0.07619	0.01846	0.45699	0.01569
110.00000	0.11443	0.01280	0.44608	0.01783	0.09323	0.01576	0.44537	0.01677
