110.00000	0.09583	0.01334	0.44409	0.01520	0.06011	0.02746	0.44388	0.01468
108.00000	0.10296	0.01220	0.46026	0.01575	0.03125	0.03028	0.46015	0.01654
106.00000	0.11625	0.01198	0.47118	0.01689	0.02402	0.02126	0.47161	0.01687
104.00000	0.12871	0.01052	0.48068	0.01360	0.00584	0.02059	0.48086	0.01360
102.00000	0.14279	0.01370	0.48482	0.01567	-0.02305	0.01874	0.48484	0.01560
100.00000	0.15562	0.01206	0.48769	0.01652	-0.06970	0.01889	0.48799	0.01648
98.00000	0.16984	0.01168	0.48942	0.01512	-0.12571	0.01646	0.49040	0.01456
96.00000	0.18143	0.01156	0.48096	0.01412	-0.18828	0.01736	0.48238	0.01387
94.00000	0.18557	0.01271	0.47264	0.01365	-0.23115	0.02127	0.47357	0.01418
92.00000	0.17627	0.01138	0.45406	0.01423	-0.24739	0.01725	0.45493	0.01397
90.00000	0.16861	0.01053	0.42936	0.01483	-0.28864	0.02064	0.43107	0.01436
88.00000	0.16190	0.00966	0.42159	0.01268	-0.30677	0.01658	0.42317	0.01283
86.00000	0.16071	0.01035	0.40998	0.01366	-0.35177	0.01855	0.41140	0.01407
84.00000	0.16523	0.01124	0.40082	0.01401	-0.37713	0.01040	0.40202	0.01356
82.00000	0.16753	0.01156	0.38970	0.01325	-0.41578	0.01960	0.39127	0.01346
80.00000	0.16292	0.01160	0.37434	0.01435	-0.47013	0.01322	0.37617	0.01461
78.00000	0.16627	0.01074	0.37038	0.01681	-0.49819	0.02068	0.37294	0.01560
76.00000	0.16838	0.01204	0.37852	0.01395	-0.49370	0.01549	0.37988	0.01366
74.00000	0.18252	0.01236	0.37825	0.01450	-0.53699	0.05760	0.38036	0.01454
72.00000	0.19118	0.01143	0.37031	0.01436	-0.61545	0.03387	0.37251	0.01368
70.00000	0.19570	0.01022	0.35482	0.01311	-0.67447	0.02478	0.35624	0.01322
